id,uid,date,attendance,time_valid,neutral_site,conference_competition,play_by_play_available,recent,start_date,broadcast,highlights,notes_type,notes_headline,broadcast_market,broadcast_name,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,home_score,home_winner,home_linescores,home_records,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,away_score,away_winner,away_linescores,away_records,game_id,season,season_type,status_type_alt_detail,game_json,game_json_url,game_date_time,game_date,PBP,team_box,player_box
401857218,s:40~l:59~e:401857218~c:401857218,2026-09-25T02:00Z,0,True,False,False,False,False,2026-09-25T02:00Z,,[],,,away,KPIX+,1,STD,1841.0,crypto.com Arena,Los Angeles,CA,True,0,0.0,0,1,STATUS_SCHEDULED,pre,False,Scheduled,"Thu, September 24th at 10:00 PM EDT",9/24 - 10:00 PM EDT,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,552583,fdb927,True,1841.0,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '4-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '1-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-0', 'type': 'road'}]",129689,s:40~l:59~t:129689,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,b38fcf,000000,True,6270.0,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/gs.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '5-2', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-1', 'type': 'road'}]",401857218,2026,2,,False,,2026-09-25T02:00:00Z,2026-09-24,False,False,False
401857219,s:40~l:59~e:401857219~c:401857219,2026-09-25T02:00Z,0,True,False,False,False,False,2026-09-25T02:00Z,USA Net,[],,,national,USA Net,1,STD,1949.0,Mortgage Matchup Center,Phoenix,AZ,True,0,0.0,0,1,STATUS_SCHEDULED,pre,False,Scheduled,"Thu, September 24th at 10:00 PM EDT",9/24 - 10:00 PM EDT,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3c286e,fa4b0a,True,1949.0,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/phx.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '2-7', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '1-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-4', 'type': 'road'}]",17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,True,780.0,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '4-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '0-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '4-1', 'type': 'road'}]",401857219,2026,2,,False,,2026-09-25T02:00:00Z,2026-09-24,False,False,False
401857217,s:40~l:59~e:401857217~c:401857217,2026-09-25T00:00Z,0,True,False,False,False,False,2026-09-25T00:00Z,USA Net,[],,,national,USA Net,1,STD,2029.0,Target Center,Minneapolis,MN,True,0,0.0,0,1,STATUS_SCHEDULED,pre,False,Scheduled,"Thu, September 24th at 8:00 PM EDT",9/24 - 8:00 PM EDT,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,266092,79bc43,True,2029.0,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '6-2', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '2-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '4-0', 'type': 'road'}]",5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,002d62,e03a3e,True,2183.0,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '4-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-1', 'type': 'road'}]",401857217,2026,2,,False,,2026-09-25T00:00:00Z,2026-09-24,False,False,False
401857216,s:40~l:59~e:401857216~c:401857216,2026-09-24T23:30Z,0,True,False,False,False,False,2026-09-24T23:30Z,,[],,,away,CW26,1,STD,1823.0,Capital One Arena,Washington,DC,True,0,0.0,0,1,STATUS_SCHEDULED,pre,False,Scheduled,"Thu, September 24th at 7:30 PM EDT",9/24 - 7:30 PM EDT,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,002b5c,True,5946.0,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/wsh.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '3-4', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '0-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-2', 'type': 'road'}]",19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,5091cd,ffd520,True,977.0,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '3-5', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '0-4', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-1', 'type': 'road'}]",401857216,2026,2,,False,,2026-09-24T23:30:00Z,2026-09-24,False,False,False
401857215,s:40~l:59~e:401857215~c:401857215,2026-09-24T23:00Z,0,True,False,False,False,False,2026-09-24T23:00Z,NBA TV,[],,,national,NBA TV,1,STD,2160.0,Mohegan Sun Arena,Uncasville,CT,True,0,0.0,0,1,STATUS_SCHEDULED,pre,False,Scheduled,"Thu, September 24th at 7:00 PM EDT",9/24 - 7:00 PM EDT,4,18,s:40~l:59~t:18,Connecticut,Sun,CON,Connecticut Sun,Sun,f05023,0a2240,True,2160.0,https://a.espncdn.com/i/teamlogos/wnba/500/con.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '1-8', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '0-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-5', 'type': 'road'}]",131935,s:40~l:59~t:131935,Toronto,Tempo,TOR,Toronto Tempo,Tempo,33476D,7B1B38,True,7546.0,https://a.espncdn.com/i/teamlogos/wnba/500/tor.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '4-4', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '1-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-2', 'type': 'road'}]",401857215,2026,2,,False,,2026-09-24T23:00:00Z,2026-09-24,False,False,False
401857214,s:40~l:59~e:401857214~c:401857214,2026-09-24T02:00Z,0,True,False,False,False,False,2026-09-24T02:00Z,USA Net,[],,,national,USA Net,1,STD,7224.0,Climate Pledge Arena,Seattle,WA,True,0,0.0,0,1,STATUS_SCHEDULED,pre,False,Scheduled,"Wed, September 23rd at 10:00 PM EDT",9/23 - 10:00 PM EDT,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,2c5235,fee11a,True,2184.0,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '3-5', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '2-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-2', 'type': 'road'}]",3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,002b5c,c4d600,True,3416.0,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '5-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '2-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-1', 'type': 'road'}]",401857214,2026,2,,False,,2026-09-24T02:00:00Z,2026-09-23,False,False,False
401857213,s:40~l:59~e:401857213~c:401857213,2026-09-24T00:00Z,0,True,False,False,False,False,2026-09-24T00:00Z,USA Net,[],,,national,USA Net,1,STD,3559.0,Barclays Center,Brooklyn,NY,True,0,0.0,0,1,STATUS_SCHEDULED,pre,False,Scheduled,"Wed, September 23rd at 8:00 PM EDT",9/23 - 8:00 PM EDT,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,86cebc,000000,True,3559.0,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '5-4', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-1', 'type': 'road'}]",20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,e31837,5091cc,True,6282.0,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '5-2', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '2-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-1', 'type': 'road'}]",401857213,2026,2,,False,,2026-09-24T00:00:00Z,2026-09-23,False,False,False
401857211,s:40~l:59~e:401857211~c:401857211,2026-09-23T02:00Z,0,True,False,False,False,False,2026-09-23T02:00Z,ESPN,[],,,national,ESPN,1,STD,4005.0,Michelob ULTRA Arena,Las Vegas,NV,True,0,0.0,0,1,STATUS_SCHEDULED,pre,False,Scheduled,"Tue, September 22nd at 10:00 PM EDT",9/22 - 10:00 PM EDT,4,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,a7a8aa,000000,True,780.0,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '4-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '0-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '4-1', 'type': 'road'}]",6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,552583,fdb927,True,1841.0,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '4-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '1-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '3-0', 'type': 'road'}]",401857211,2026,2,,False,,2026-09-23T02:00:00Z,2026-09-22,False,False,False
401857212,s:40~l:59~e:401857212~c:401857212,2026-09-23T02:00Z,0,True,False,False,False,False,2026-09-23T02:00Z,,[],,,home,Fox 12 Plus,1,STD,3423.0,Moda Center,Portland,OR,True,0,0.0,0,1,STATUS_SCHEDULED,pre,False,Scheduled,"Tue, September 22nd at 10:00 PM EDT",9/22 - 10:00 PM EDT,4,132052,s:40~l:59~t:132052,Portland,Fire,POR,Portland Fire,Fire,cee5eb,000000,True,3423.0,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/por.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '5-4', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-3', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-1', 'type': 'road'}]",129689,s:40~l:59~t:129689,Golden State,Valkyries,GS,Golden State Valkyries,Valkyries,b38fcf,000000,True,6270.0,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/gs.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '5-2', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-1', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '2-1', 'type': 'road'}]",401857212,2026,2,,False,,2026-09-23T02:00:00Z,2026-09-22,False,False,False
401857209,s:40~l:59~e:401857209~c:401857209,2026-09-23T00:00Z,0,True,False,False,False,False,2026-09-23T00:00Z,ESPN,[],,,national,ESPN,1,STD,2183.0,Gainbridge Fieldhouse,Indianapolis,IN,True,0,0.0,0,1,STATUS_SCHEDULED,pre,False,Scheduled,"Tue, September 22nd at 8:00 PM EDT",9/22 - 8:00 PM EDT,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,002d62,e03a3e,True,2183.0,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '4-3', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '3-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '1-1', 'type': 'road'}]",8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,266092,79bc43,True,2029.0,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,0,,"[{'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}
 {'displayValue': None, 'period': None, 'value': 0.0}]","[{'abbreviation': 'Total', 'name': 'overall', 'summary': '6-2', 'type': 'total'}
 {'abbreviation': None, 'name': 'Home', 'summary': '2-2', 'type': 'home'}
 {'abbreviation': None, 'name': 'Road', 'summary': '4-0', 'type': 'road'}]",401857209,2026,2,,False,,2026-09-23T00:00:00Z,2026-09-22,False,False,False
